Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
10/5/1930,2:05,"Bandra, Maharashtra, India",19.0544,72.8406,Military - British Air Ministry,,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,G-FAAW,R-101,54,48,0,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags."
10/6/1930,9:45,"Caracas, Venezuela",10.5028,-66.9190,Deutsche Lufthansa,,Berlin - Vienna,Messerschmitt M-20B,D-1930,443,8,8,0,Crashed into hill while attempting to land.
10/12/1930,,"Galveston, Texas",29.2811,-94.8258,Aeropostale,,Casablanca - Bahat - Toulouse,Latecoere 28,F-AJUU,,4,4,0,The french postal plane crashed into mountains.
10/28/1930,,"Bergen, Norway",60.3894,5.3300,Alaska-Washington Airways,,,Lockheed Vega,NC103W,120,3,3,0,
10/30/1930,,"Alexandria, Egypt",31.1977,29.8925,Embry Riddle Company,,,Pitcairn PA-6 Mailwing,,,1,1,0,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.
11/18/1930,c: 2:00,"Marina del Rey, California",33.9757,-118.4512,PacifiAir Transport,,"Burbank, CA - Oakland, CA",Boeing 40,NC5340,,3,3,,"Crashed into a mountainside at an altitude of 4,500  feet during a snowstorm."
12/9/1930,,"Avalon, California",33.3408,-118.3278,China National Aviation Corporation,,Shanghai - Hankow,Loening C-W Air Yaht,,,6,4,0,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.
1/8/1931,,"Dakar, Senegal",14.6928,-17.4467,Sabena,,,Fokker F-VII,OO-AIL,,2,2,0,
1/22/1931,,"Honolulu, Hawaii",21.3099,-157.8582,Varney Air Lines,,Portland - Pasco,Boeing 40,NC741K,,1,1,0,The mail plane flew into Bluff Mountain in dense fog.
2/8/1931,,"Sumburgh, Shetlands, England",59.8670,-1.2830,Dominion Air Lines,,,Desoutter II,ZK-ACA,,1,1,0,
3/21/1931,,"Varadero, Cuba",23.1394,-81.2861,Australian National Airways,,,Avro 10,VH-UMF,241,8,8,0,Wreckage found 10/26/1958.
3/31/1931,10:45,"Sarasota, Florida",27.3372,-82.5353,Trans Continental and Western Air,599,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,NC-999,1063,8,8,0,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed."
4/14/1931,,"Sea,  off Ustica, Italy",38.7097,13.1730,Deutsche Lufthansa,,,Messerschmitt M-20,D-1928,442,10,2,0,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.
5/24/1931,22:30,"Aden, Yemen",12.8098,45.0355,National Air Transport,,,Boeing 95,NC397E,,1,1,0,Crashed into a mountain and burned in poor visibility.
6/11/1931,,"Castries, Saint Lucia",14.0167,-60.9833,Rubner Flying Service,,,Lockheed Vega 2,NC857E,64,3,2,0,A wing buckled as the plane was attempting to land and the plane crashed.
7/21/1931,,"Scilly Islands, UK",49.9228,-6.3365,American Airways,,,Pitcairn PA-6 Mailwing,,,1,1,0,
9/14/1931,20:00,"Matsuyama, Japan",33.8333,132.7667,Chicago-Detroit Airways,,,Lockheed Vega,NC606,,1,1,0,Crashed in a severe rainstorm while attempting to land.
10/6/1931,,"Buenavista, Philippines",10.7980,121.9570,Deutsche Lufthansa,,,Heinkel HE-2,D-1717,334,3,3,0,
10/14/1931,,"Davao, Philippines",7.0514,125.5948,Syndicato Condor,,,Dornier Wal,P-BALSA,107,3,3,0,
11/5/1931,6:48,"Puerto Castilla, Honduras",16.0139,-86.0244,"NY, Phil., Washington AW",,"Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,178,5,5,0,Crashed  onto a golf course and burst into flames after circling the airport twice to land.
11/24/1931,,"Makung, Taiwan",23.5667,119.5833,China National Aviation Corporation,,Nanking - Peiking,Stinson,,,3,3,0,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.
12/6/1931,,"Bata, Equatorial Guinea",1.8588,9.7683,KLM Royal Dutch Airlines,,,Fokker F-VIIb-3M,PH-AFO,5226,7,5,0,Did not gain altitude while taking off. The landing gear hit the top of a dam and the plane crashed.
12/9/1931,,"Monrovia, Liberia",6.3133,-10.8014,Aeropostale,,,CAMS 56,F-AIOX,,2,2,0,
1/29/1932,,"Kaikoura, New Zealand",-42.4167,173.6833,Century PacifiLines,,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,,5034,8,8,0,Crashed into a canyon in mountains during a snowstorm.
2/2/1932,,"Lima, Peru",-12.0433,-77.0283,Transamerican Airlines,,Chicago - Kalamazoo,Stearman C-3MB,,,1,1,0,Mail plane crashed.
2/2/1932,,"Vila dos Remidos, Brazil",-17.7365,168.3147,Boeing Air Transport,,,Boeing 40,NC7470,,2,1,0,Struck an irrigation ditch and caught fire  during landing.
3/8/1932,2:00,"Miami, Florida",25.7751,-80.1947,Century Air Lines,,Training,Stinson SM-6000B,,,5,2,0,"Crashed into a skeleton of an old windmill, 500 yards from the edge of the field while practicing night landings."
3/19/1932,,"Freetown, Sierre Leone",8.4820,-13.2137,American Airways,,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,,1027,7,7,0,Crashed into an orchard after striking power lines in fog.
5/3/1932,,"Sondre Stromfjord, Greenland",67.0093,-50.7174,Varney Air Lines,,,Boeing 40,NC830M,,2,2,0,
7/16/1932,,"Ravenna, Italy",44.4157,12.1966,Panagra,,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9,9,0,"The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasn’t found until March 22, 1934."
8/12/1932,,"San Diego, California",32.7150,-117.1625,Air Orient,,,CAMS 53,F-AIQY,,7,1,0,
8/30/1932,,"San Pedro, Belize",17.9172,-87.9711,A B Aerotransport,,,Junkers G-23,SE-AAE,,2,2,0,
9/17/1932,,"Matthewtown, Great Inagua",20.9571,-73.6745,Air Union,,,Liore-et-Olivier 213,F-AIFE,,2,1,0,
9/18/1932,,"St. Petersburg, USSR",27.7731,-82.6400,New England Airways,,,De Havilland DH-80,VH-UPM,,3,3,0,
10/12/1932,,"Destin, Florida",30.3933,-86.4753,Aeropostale,,,Latecoere 28,,,1,1,0,
11/2/1932,,"Bombay, India",18.9750,72.8258,Deutsche Lufthansa,,Nuremberg - Frankfort,Junkers F-13,D-724,696,5,5,0,Crashed into mountainous terrain in the Spessart mountains in fog.
12/14/1932,,"Margarita Island, Venezuela",10.9869,-63.9356,Trans Continental and Western Air,,,Ford 5,NC9650,,2,2,0,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.
12/14/1932,," Libreville, Gambia",0.3901,9.4544,Boeing Air Transport,,,Boeing 40,NC842M,,1,1,0,
12/26/1932,,"Dakar, Senegal",14.6928,-17.4467,Guinea Airways,,,De Havilland DH-60,VH-UMJ,,2,2,0,
1/14/1933,,"Malindi, Kenya",-3.2236,40.1300,Eastern Air Transport,,Test flight,Curtiss Condor 18,NC185H,,2,2,0,Went into a vertical bank and crashed and burned.
1/20/1933,,"Cozumel, Mexico",20.4167,-86.9167,American Airways,,,Stearman 4,N490W,,1,1,0,
1/24/1933,,"Mbour, Senegal",14.4153,-16.9648,PacifiAir Transport,,,Ford 5-AT-D,NC431H,5-AT-098,3,1,0,The mail plane crashed while taking off.
3/11/1933,,"Colombo, Sri Lanka",6.9344,79.8428,Pan American Grace Airways,,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,NC9723,,2,2,0,Crashed and burned.
3/25/1933,20:07,"Jaffna Peninsula , Sri Lanka",9.6667,80.0000,Varney Airlines,,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3,3,11,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination."
4/3/1933,,"Bridgetown, Barbados",13.1127,-59.6136,Deutsche Lufthansa,,,Junkers F-13,D-534,,2,1,0,
4/4/1933,12:30,"Point Pedro, Sri Lanka",9.8199,80.2347,Military - U.S. Navy,,,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,,76,73,0,"While cruising at 1,600 feet off New Jersey, strong air currents droped the ship to 700 feet before leveling off.  Before it could regain a safe height, it plummeted into the AtlantiOcean. Decision by the commander to fly into a storm despite the presence of lightning."
4/23/1933,,"Puerto Plata, Domincan Republic",19.8000,-70.6833,Air Orient,,,Cams 33,F-ALCE,29,6,6,0,Crashed into a mountain.
5/9/1933,,"East Moriches, New York",40.8064,-72.7567,Aeropostale - La Tecoere Company,,Paris - Morroco,Latecoere 28-1,F-AJIX,1701,6,6,0,Crashed while landing in fog.
6/2/1933,,"Pasamayo, Peru",-7.4003,-79.5700,Eastern Air Transport,,,Pitcairns PA-6,,,1,1,0,The mail plane crashed into a ravine.
9/12/1933,,"Moroni, Comoros",-11.6740,43.2644,Aeroput,,,Farman F-306,YU-SAH,,8,8,0,Crashed during takeoff on the ground of an insane asylum.
10/10/1933,21:00,"Santiago de Cuba, Cuba",20.0250,-75.8213,United Air Lines,,Cleveland - Chicago,Boeing 247-D,NC13304,1685,10,10,0,"While en route to Chicago, the aircraft was destroyed by an explosive device placed in the cargo hold, consisting of nitro-glycerin and attached to a timing device. This was the first proven case of sabotage in the history of commercial aviation."
11/21/1933,15:00,"Peggy's Cove, Nova Scotia, Canada",44.4977,-63.9151,Kalinin,,Test flight,Kalinin K-7,,,20,14,0,Crashed due to structural failure during a test flight.
11/24/1933,,"Mannar, Sri Lanka",8.9667,79.8833,National Air Transport,,,Boeing 247,NC13324,,2,2,0,
12/11/1933,,"Port Vila, Vanuatu",-17.7365,168.3147,Deutsche Lufthansa,,Berlin - Hamburg,Focke-Wulf A-17,D-1403,47,8,7,0,Crashed after striking an obstacle while landing in poor visibility.
12/30/1933,,"Genova, Italy",44.4111,8.9328,Imperial Airways,,"Brussels, Belgium - Croydon, England",Avro 10,G-ABLU,528,10,10,0,Crashed into a radio antenna tower and tore off a wing  in dense  fog.
1/20/1934,,"Marsa el-Brega, Libya",35.8824,14.4910,Air France,,,Breguet 280T,F-AJKX,,2,2,0,
2/26/1934,,"Cagayancillo, Philippines",9.6041,121.2239,Air France,,,Latécoère 28,F-AJPA,925,6,1,0,
3/6/1934,,"Point Mugu, California",34.0856,-119.0600,American Airways,,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,4,4,0,Crashed into a snow drift due to icing in a blizzard.
3/10/1934,,"Whyalla, Australia",-33.0332,137.5833,Pan American Airways (Scadta),,Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,,6,5,0,"Scadta was a Pan Am subsidiary.  It was operating a domestiflight, which crashed in the Colombian jungle, which was called 'Green Hell.' Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft.  They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company.  He was the only survivor."
4/10/1934,,"Manama, Bahrain",26.2327,50.5781,China National Aviation Corporation,,,Sikorsky S-38BB,NV17V,,3,3,0,
5/9/1934,,"Chinhae, South Korea",35.1546,128.6662,Air France,,"Dieppe, France - New Haven, England",Wibault 282T-12,F-AMPH,8,6,6,0,Crashed into the English Channel and sunk immedately in fog.
5/31/1934,5:00,"Valencia, Spain",39.4702,-0.3768,Air France,,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,,2,2,0,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
6/9/1934,,"Dumaguete, Philippines",9.2988,123.3025,American Airways,,New York - Chicago,Curtiss Condor T-32,NC12354,22,7,7,0,"Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route."
6/22/1934,,"Dalian, China",38.9208,121.6392,Deutsche Lufthansa,,,Dornier Merkur,D-1445,176,7,1,0,Weather related.
7/9/1934,,"Cromer, Norfork, England",52.9310,1.3020,United Air Services,,San Bernardion - Los Angeles,Lockheed Vega,NC32E,,4,3,0,Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
8/5/1934,,"Manteo, North Carolina",35.9088,-75.6760,Air France,,,Latecoere 26,F-AILK,,2,2,0,
8/10/1934,,"Treasure Cay, Bahamas",26.6761,-77.2933,China National Aviation Corporation,,,Sikorsky S-38B,,,,,,
8/31/1934,23:42,"Hyannis, Massachusetts",41.6528,-70.2833,Rapid Air Transport,6,Omaha - St. Joseph,Stinson  SM-6000B,NC10809,5004,5,5,0,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.
10/3/1934,,"Waikanae, New Zealand",-40.8833,175.0667,Qantas,,,de Havilland DH-50A,VH-UHE,,3,3,0,"Crashed after in-flight loss of control, possibly stalled at low altitude in dusty low-visibility conditions"
10/19/1934,,"Sharm el Sheikh, Egypt",27.9122,34.3297,Holyman Airways,,Launceston - Melbourne,de Havilland DH-86,VH-URN,2301,11,11,0,Crashed en route during the 265 miles sea route.
11/2/1934,,"Erie, off Pelee Island, Ontario, Canada",42.1296,-80.0852,Holdens Air Transport Service,,,De Havilland DH-61,VH-UHW,,4,2,0,
11/15/1934,,"Libreville, Gabon",0.3901,9.4544,Qantas,,,de Havilland DH-86,VH-USG,2311,4,4,0,
12/8/1934,5:30,"Campbeltown, United Kingdom",55.4230,-5.6080,Braniff Airlines,,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,,1,1,0,The mail plane crashed to the ground from a low altitude. Icing.
12/10/1934,7:30,"Mwanza, Tanzania",-2.5179,32.8991,Cubana de Aviacion,,Santiago - Havana,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,8,4,0,Crashed into a mountain while en route.
12/20/1934,2:30,"Palermo, Italy",38.1167,13.3667,KLM Royal Dutch Airlines,,"Amsterdam - Batavia, Java",Douglas DC-2-115A,PH-AJU,1317,7,7,0,Crashed and burned about half-way between Baghdad and Gaza. The aircraft was named 'Univer' (Dutch word for stork).
12/22/1934,2:52,"Talinn, Estonia",59.4427,24.7532,American Airlines,,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,NC12286,,1,1,0,"Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility."
1/26/1935,,"Miami Beach, Florida",25.8130,-80.1341,Trans Continental and Western Air,,"Newark, NJ - Columbus, OH",Consolidated Fleetster,NC13212,,1,1,0,The mail plane crashed and burned soon after taking off in a blinding snowstorm.
1/31/1935,,"Sochi, Russia",43.5849,39.7187,Deruluft,,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,4051,11,11,0,"Crashed full speed into a hill, 450 feet high in rain and fog. Pilot error."
3/15/1935,,"Parepare, Indonesia",-3.8771,119.6208,Misrair,,Jerusalem - Cairo,de Havilland Dragon 1,SU-ABI,6031,6,3,0,"After flying over the airport into a strong headwind, in an attempt to land, one of the aircraft's two engines failed.  While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height  of 100 - 130 feet."
3/29/1935,,"Moorea, French Polynesia",-17.5333,-149.8333,Deutsche Lufthansa,,,Junkers F-13,D-OHIL,,5,5,0,
4/1/1935,,"Whittier, Alaska",60.7742,-148.6778,Air France,,,Farman F-300,F-ALHQ,,3,1,0,"Chief pilot of Air France, Robert Bajac, 36, killed."
4/6/1935,,"Lihu, Hawaii",21.9747,-159.3656,KLM Royal Dutch Airlines,,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,PH-AFL,5242,7,7,0,Crashed after penetrating a thunderstorm.
5/1/1935,,"Macae , Rio de Janeiro , Brazil",-22.3708,-41.7869,Varney Air Lines,,,Lockheed Vega,NC891E,,1,1,0,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed."
5/27/1935,,"Perpignan, France",42.6986,2.8956,Wyoming Air Service,,,Boeing 221,NC725W,,1,1,0,
5/28/1935,,"Sabine Pass, Texas",29.7350,-93.8975,Chicago and Southern Airlines,,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,,2,2,0,Crashed into the ground on a farm at high speed.
6/24/1935,14:36,"St. Johns, Newfoundland",47.5675,-52.7072,Servicio Aereo Columbiano / SCADTA,,,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,20,17,0,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed."
7/14/1935,,"Crimond, Scotland",57.6008,-1.9122,KLM Royal Dutch Airlines,,Amsterdam - Sweden,Fokker F-XXII,PH-AQJ,5358,20,6,0,The plane lost altitude while attempting an emergency landing after taking off and losing an engine. The wing hit a dyke and the plane burst into flames.
8/13/1935,,"Nhambupe, Brazil",-11.7833,-38.3500,China National Aviation Corporation,,,Sikorsky S-38B,NV40V,,,,,Destoryed in a storm.
8/14/1935,23:45,"Alexandria, Egypt",31.1977,29.8925,Delta Air Lines,4,Dallas -  Atlanta,Stinson Model A,NC14599,9103,4,4,0,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.
8/15/1935,20:08,"Ajaccio, Corsica, France",41.9267,8.7369,Aero Mayflower Transit Co,,Helena - Denver,"Waco, model YLC",NC14140,,3,3,0,"The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west."
9/1/1935,23:00,"Dakar, French West Africa",14.6928,-17.4467,Western Air Express,,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,,3,3,0,Lost altitude and hit power lines after developing engine trouble after taking off.
10/7/1935,2:19,"Lae, New Guinea",-6.7330,146.9900,United Air Lines,4,Salt Lake City - Cheyenne,Boeing 247D,NC13317,1698,12,12,0,"While flying in a normal, slightly descending path, the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1,120 feet, where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver."
10/9/1935,,"Cristobal, Panama",9.3501,-79.9004,Aero O-Y,,,Junkers F-13,OH-ALI,2033,6,6,0,Crashed into the sea in the fog.
11/9/1935,,"Point Reyes, California",38.0864,-122.9539,TACA,,,Ford Tri-Motor,,,14,14,0,
11/11/1935,,"Copenhagen, Denmark",55.6758,12.5690,Air France,,,Latecoere 28,F-AJPB,,3,3,0,
12/31/1935,17:20,"Belmont, Brisbane, Australia",-27.5124,153.1276,Imperial Airways,,Mirabella - Alexandria,Short Calcutta,G-AASJ,S-752,13,12,0,The aircraft ran out of fuel and crashed off Alexandria. The plane was named 'The City of Khartoum.'
1/14/1936,19:32,"Broome, Australia",-17.9522,122.2451,American Airlines,1,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,NC14274,1307,17,17,0,"Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls."
