Date,Time,location,Latitude,long,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
4/21/1932,,Fort Wayne,41.0775,-85.1375,Transamerica Airlines,,,Stearman C-3MB,,,1,1,0,
5/3/1932,,Portland,45.52,-122.6819,Varney Air Lines,,,Boeing 40,NC830M,,2,2,0,
5/16/1932,,Burbank,34.1821,-118.3075,PacifiAir Transport,,San Diego - Burbank - Oakland,Boeing 40,NC5589,,3,3,0,Crashed and burned  in fog while attempting to land at Burbank Airport. Both pilots and the radio man were killed.
8/12/1932,,Beirut,33.8869,35.5131,Air Orient,,,CAMS 53,F-AIQY,,7,1,0,
8/30/1932,,Tübingen,48.5229,9.0521,A B Aerotransport,,,Junkers G-23,SE-AAE,,2,2,0,
9/8/1932,c:09:00,Salt Flat,31.7326,-105.0769,American Airways,,El Paso - Dallas,Fokker F-10,NC9716,,4,3,0,The mail plane struck a mountain and burned encountering poor weather conditions.
9/18/1932,,Byron Bay,-28.644,153.6123,New England Airways,,,De Havilland DH-80,VH-UPM,,3,3,0,
10/12/1932,,Nouadhibou,20.9366,-17.0399,Aeropostale,,,Latecoere 28,,,1,1,0,
10/26/1932,,Villamontes,-21.2608,-63.4761,Lloyd Aero Boliviano,,,Ford Tri-motor 5,,,2,2,0,Former American army flyer Donald Duke was killed when his plane carrying Bolivian army supplies crashed.
10/29/1932,,Ramsgate,51.3347,1.4179,Deutsche Lufthansa,,,Junkers W-33,,,2,2,0,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.
11/25/1932,,Marianna,34.7739,-90.765,Hunter Airways,,"Little Rock, AR - Memphis, TN",Travel Air 6000,,,2,2,0,Became lost and circled  until the plane struck an oak tree and crashed onto a island in the bayou.
12/14/1932,,Amarillo,35.1992,-101.8453,Trans Continental and Western Air,,,Ford 5,NC9650,,2,2,0,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.
12/14/1932,,Rocky Ridge,37.9303,-90.2385,Boeing Air Transport,,,Boeing 40,NC842M,,1,1,0,
1/10/1933,,Algiers,36.7717,3.0518,Aeropostale,,,CAMS 53,F-AISV,,1,1,0,
1/14/1933,,Newark,40.7242,-74.1726,Eastern Air Transport,,Test flight,Curtiss Condor 18,NC185H,,2,2,0,Went into a vertical bank and crashed and burned.
1/20/1933,,Marietta,33.9523,-84.5491,American Airways,,,Stearman 4,N490W,,1,1,0,
1/20/1933,2:07,Boerne,29.7944,-98.7315,American Airways,,Big Springs - San Antonio,Stearman 4,NC11721,,1,1,0,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.
1/24/1933,,Eugene,44.0522,-123.0912,PacifiAir Transport,,,Ford 5-AT-D,NC431H,5-AT-098,3,1,0,The mail plane crashed while taking off.
3/25/1933,20:07,Hayward,37.6721,-122.084,Varney Airlines,,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3,3,11,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination."
4/29/1933,,Traunstein,47.8667,12.6333,Eurasia,,,Junkers W-34,D-4,2737,4,4,0,Crashed on a test flight before delivery to Eurasia in China.
5/9/1933,,Viladrau,41.8489,2.391,Aeropostale - La Tecoere Company,,Paris - Morroco,Latecoere 28-1,F-AJIX,1701,6,6,0,Crashed while landing in fog.
6/2/1933,,Bowling Green,38.0498,-77.347,Eastern Air Transport,,,Pitcairns PA-6,,,1,1,0,The mail plane crashed into a ravine.
8/29/1933,,Quay,34.9383,-103.7778,Trans Continental and Western Air,,,Ford 5-AT-B Tri Motor,NC9607,5-AT-005,5,5,0,Crashed during a storm while attempting to make an emergency landing.
9/12/1933,,Ljubljana,46.0514,14.506,Aeroput,,,Farman F-306,YU-SAH,,8,8,0,Crashed during takeoff on the ground of an insane asylum.
10/10/1933,21:00,Chesterton,41.6042,-87.0583,United Air Lines,,Cleveland - Chicago,Boeing 247-D,NC13304,1685,10,10,0,"While en route to Chicago, the aircraft was destroyed by an explosive device placed in the cargo hold, consisting of nitro-glycerin and attached to a timing device. This was the first proven case of sabotage in the history of commercial aviation."
10/31/1933,,Étobon,47.64,6.6739,Air France,,,Farman F-301,F-AJMI,,2,2,0,
11/9/1933,22:35,Portland,45.52,-122.6819,United Air Lines,,"Seattle, WA - Dallas, TX",Boeing 247,NC13345,,9,4,,Crashed in a thickly wooded area upon taking off after the pilot became lost in fog.
11/10/1933,,Moriarty,35,-106.0467,Trans Continental and Western Air,,,Northrop Delta,NC12292,,1,1,0,
11/24/1933,,Wedron,41.437,-88.7745,National Air Transport,,,Boeing 247,NC13324,,2,2,0,
12/14/1933,,Eshowe,-28.8873,31.4715,Union Airways,,,Junkers W-34,ZS-AEB,2735,6,4,0,
1/15/1934,18:15,Orbigny,47.2101,1.2346,Air France,,Saigon - Paris,Dewoitine D-332,F-AMMY,1,14,14,0,The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named 'Emeraude.'
1/20/1934,,Caromb,44.1112,5.1066,Air France,,,Breguet 280T,F-AJKX,,2,2,0,
2/26/1934,,Río de Oro,8.2884,-73.3918,Air France,,,LatÃ©coÃ¨re 28,F-AJPA,925,6,1,0,
3/6/1934,,Petersburg,40.0114,-89.8514,American Airways,,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,4,4,0,Crashed into a snow drift due to icing in a blizzard.
3/10/1934,,Pereira,4.8143,-75.6946,Pan American Airways (Scadta),,Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,,6,5,0,"Scadta was a Pan Am subsidiary.  It was operating a domestiflight, which crashed in the Colombian jungle, which was called 'Green Hell.' Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft.  They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company.  He was the only survivor."
5/31/1934,5:00,Croydon,51.3727,-0.1099,Air France,,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,,2,2,0,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
6/23/1934,6:00,Burbank,34.1821,-118.3075,Aerevias Centrales Air Service,,Mexico - Burbank,Lockheed Orion,XA-BEJ,,1,1,0,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.
7/9/1934,,San Bernardino,34.1,-117.3,United Air Services,,San Bernardion - Los Angeles,Lockheed Vega,NC32E,,4,3,0,Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
8/10/1934,,Ningbo,29.8667,121.55,China National Aviation Corporation,,,Sikorsky S-38B,,,,,,
8/31/1934,23:42,Amazonia,39.8883,-94.8922,Rapid Air Transport,6,Omaha - St. Joseph,Stinson  SM-6000B,NC10809,5004,5,5,0,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.
11/2/1934,,Kapit,2.0167,112.9333,Holdens Air Transport Service,,,De Havilland DH-61,VH-UHW,,4,2,0,
11/15/1934,0:00,Amazonia,39.8883,-94.8922,Rapid Air Transport,,"Omaha, NB - Kansas City, MO",Stinson SM-6000-B,NC10809,,2,2,0,The mail plane crashed and burned on a farm.
12/7/1934,,Salcha,64.4702,-146.9423,Deutsche Lufthansa,,,Junkers F-13,D-OMAS,2008,3,3,0,
12/8/1934,5:30,Columbia,38.9516,-92.3286,Braniff Airlines,,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,,1,1,0,The mail plane crashed to the ground from a low altitude. Icing.
12/10/1934,7:30,Palma Soriano,20.2172,-75.9988,Cubana de Aviacion,,Santiago - Havana,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,8,4,0,Crashed into a mountain while en route.
12/20/1934,2:30,Ar Rutba,32.5251,41.3052,KLM Royal Dutch Airlines,,"Amsterdam - Batavia, Java",Douglas DC-2-115A,PH-AJU,1317,7,7,0,Crashed and burned about half-way between Baghdad and Gaza. The aircraft was named 'Univer' (Dutch word for stork).
12/22/1934,2:52,Sunbright,36.2475,-84.6728,American Airlines,,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,NC12286,,1,1,0,"Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility."
1/26/1935,,Pittsburgh,40.4422,-79.995,Trans Continental and Western Air,,"Newark, NJ - Columbus, OH",Consolidated Fleetster,NC13212,,1,1,0,The mail plane crashed and burned soon after taking off in a blinding snowstorm.
1/31/1935,,Szczecin,53.4169,14.5323,Deruluft,,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,4051,11,11,0,"Crashed full speed into a hill, 450 feet high in rain and fog. Pilot error."
3/15/1935,,Arish,31.1396,33.7939,Misrair,,Jerusalem - Cairo,de Havilland Dragon 1,SU-ABI,6031,6,3,0,"After flying over the airport into a strong headwind, in an attempt to land, one of the aircraft's two engines failed.  While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height  of 100 - 130 feet."
4/1/1935,,Beauvais,49.4303,2.0952,Air France,,,Farman F-300,F-ALHQ,,3,1,0,"Chief pilot of Air France, Robert Bajac, 36, killed."
4/6/1935,,Brilon,51.3833,8.5667,KLM Royal Dutch Airlines,,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,PH-AFL,5242,7,7,0,Crashed after penetrating a thunderstorm.
5/6/1935,3:30,Atlanta,33.7485,-84.3915,Trans Continental and Western Air,6,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,14,5,0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly."
5/18/1935,18:35,Flint,43.0099,-83.6851,Knowles Flying Service of Detroit,,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,12,3,0,"While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use."
5/27/1935,,Glendo,42.5031,-105.0253,Wyoming Air Service,,,Boeing 221,NC725W,,1,1,0,
5/28/1935,,Maywood,41.8863,-87.8391,Chicago and Southern Airlines,,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,,2,2,0,Crashed into the ground on a farm at high speed.
6/24/1935,14:36,Medellín,6.2308,-75.5906,Servicio Aereo Columbiano / SCADTA,,,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,20,17,0,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed."
7/14/1935,,Amsterdam,52.3732,4.8907,KLM Royal Dutch Airlines,,Amsterdam - Sweden,Fokker F-XXII,PH-AQJ,5358,20,6,0,The plane lost altitude while attempting an emergency landing after taking off and losing an engine. The wing hit a dyke and the plane burst into flames.
8/13/1935,,Hankou,30.5812,114.2726,China National Aviation Corporation,,,Sikorsky S-38B,NV40V,,,,,Destoryed in a storm.
9/1/1935,23:00,Burbank,34.1821,-118.3075,Western Air Express,,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,,3,3,0,Lost altitude and hit power lines after developing engine trouble after taking off.
10/21/1935,,Troy,42.7317,-73.6925,Chamberlin Flying Service,,,Curtiss AT-32C Condor,NC725K,,6,1,0,The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.
10/30/1935,19:40,Cheyenne,41.1402,-104.8188,United Air Lines,,Test flight,Boeing B-247-D,NC13323,1704,4,4,0,Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.
11/11/1935,,Istres,43.5127,4.9878,Air France,,,Latecoere 28,F-AJPB,,3,3,0,
12/4/1935,,Tours,47.3903,0.6889,Air Bleu,,,Caudron C-630 Simoun,F-ANRK,,2,1,0,
12/10/1935,,Croydon,51.3727,-0.1099,Sabena,,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,30002,11,11,0,Crashed to the ground after crossing the English Channel in rain and gale force winds.
12/24/1935,,Wroc?aw,51.1167,17.0333,Deutsche Lufthansa,,,Heinkel He-70,D-UVOR,915,3,3,0,Pilot error.
1/14/1936,19:32,Goodwin,34.9381,-91.021,American Airlines,1,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,NC14274,1307,17,17,0,"Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls."
1/29/1936,,Denton,33.2164,-97.1292,American Airlines,,"Chicago, IL - Oklahoma City, OK",Vultee V-1,NC13767,5,6,1,0,Crashed into a clump of trees while attempting a landing in a snowstorm.
4/1/1936,19:10,Pavilion,42.8761,-78.0228,American Airlines,,"Newwark, N.J. - Buffalo, NY",Stinson Model A,NC15152,,2,2,0,The mail plane explosion in mid-air before crashing to the ground in a snowstorm.
4/7/1936,10:20,Uniontown,39.9,-79.7244,Trans Continental and Western Air,1,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,15,13,0,"Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio."
4/30/1936,,Basel,47.5596,7.5806,Swissair,,,General Aviation GA-43,HB-ITU,,2,2,0,
5/16/1936,,Mount Waverley,-37.877,145.131,Holyman Airways,,,De Havilland DH-60,VH-UII,,2,2,0,
6/9/1936,,Malmö,55.6033,13.0013,A B Aerotransport,,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,,15,1,0,All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.
8/2/1936,6:00,Mazamet,43.4928,2.3742,Air France,,,Wibault 280,,,3,3,0,The mail plane crashed into mountains 50 miles from Toulouse in fog.
8/12/1936,,Altenkirchen,50.6872,7.6456,British Airways,,,De Havilland DH-86,G-ADEB,,2,2,0,
8/22/1936,,Mirabella Eclano,41.0458,14.9997,Imperial Airways,,,Short Kent,G-ABFA,,11,2,0,
9/28/1936,,Walsenburg,37.6267,-104.7839,Varney Air Lines,,"El Paso, TX - Pueblo, CO",Lockheed Vega,NC176W,,3,3,0,Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.
9/29/1936,,Naperville,41.7481,-88.1656,Blue Bird Air Service,,,Lockheed Vega 5C,NC959Y,170,4,4,0,"A half-hour after taking off, the engine failed and the plane crashed into a fence and burst into flames  while making a forced landing."
11/17/1936,,Nuremberg,49.4505,11.0805,Deutsche Lufthansa,,,Junkers JU-52/3m,D-ASUI,5498,16,4,0,Pilot error.
11/19/1936,,London,51.5002,-0.1262,British Airways,,,Fokker F-XII,G-AEOT,,4,2,0,
12/9/1936,10:30,Croydon,51.3727,-0.1099,KLM Royal Dutch Airlines,,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,17,15,0,The aircraft crashed into houses while attempting to take off in heavy fog. A stewardess and the radio operator survived. Aircraft designer Juan de la Cieva killed.
12/18/1936,3:20,Kellogg,47.5383,-116.1253,Northwest Orient Airlines,,,Lockheed 10 Electra,NC14935,,2,2,0,"The mail plane crashed into Early Creek Ridge, 15 miles south of Kellogg, in a blizzard."
12/26/1936,,Nanjing,32.05,118.7667,China National Aviation Corporation,,,Douglas DC-2,NC14269,,,,,
12/27/1936,19:38,Newhall,34.3839,-118.5306,United Air Lines,34,Oakland - San Francisco - Los Angeles,Boeing 247-D,NC13355,1737,12,12,0,"While on approach to Burbank Airport, the airliner crashed into Rice Canyon, just south of Newhall.  It was raining with poor visibility. The aircraft flew into a hill loosing its wings, continued without wings across Rice Canyon and struck against a rocky wall of a bluff and dropped over a hundred feet to the bottom of the canyon.  Error on the part of the pilot in attempting to fly through the Newhall pass at an altitude lower than the surrounding mountains without first determining by radio, the existing weather."
1/26/1937,,Oran,35.6969,-0.6331,Sabena,,Belgian Congo - Brussels,Sabca S-73,OO-AGR,,12,12,0,The mail plane crashed while en route.
3/25/1937,18:40,County of Clinton,-23.833,151.25,Trans Continental and Western Air,15A,Newark - Camden - Pittsburg,Douglas DC-2-112,NC13730,1256,13,13,0,Crashed while attempting to land. Heavy icing which rendered the plane uncontrollable.
5/6/1937,19:25,Lakehurst,40.0131,-74.3204,Deutsche Zeppelin Reederei,LZ 129,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,D-LZ-129,D-LZ129,97,35,1,"The airship Hindenburg caught fire and burned while being moored at Lakehurst, New Jersey.  Possible causes were statidischarge which ignited leaking hydrogen or sabotage. It has been theorized that a sudden turn just before landing caused a steel cable to snap which punctured one of the hydrogen airbags. Thereafter, when mooring ropes were dropped to the ground, the cage was discharged setting up a statidischarge between the Hindenburg's outer skin and frame causing the hydrogen to ignite."
5/20/1937,,Stuttgart,48.7833,9.1833,Deutsche Lufthansa,,,Heinkel He-70,D-UXUV,916,4,4,0,Crashed on takeoff.
7/28/1937,,Halle,51.4822,11.9658,KLM Royal Dutch Airlines,,Amsterdam - Paris,Douglas DC-2-115L,PH-ALF,1585,15,15,0,The aircraft crashed  into a potato field after possibly being struck by lightning and after an in-flight fire.
8/2/1937,,Wadi Halfa,21.7833,31.3667,Ala Littoria,,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,I-SUSA,30014,9,9,0,Crashed into a building on takeoff.
8/10/1937,4:40,Daytona Beach,29.2071,-81.0207,Eastern Air Lines,7,Chicago - Daytona,Douglas DC-2,NC-13739,1289,9,4,0,The plane struck a power pole while taking off from Daytona and crashed to the ground 600 feet from the first point of impact. The absence of reasonable notice to those operating and navigating the aircraft that an object had been erected which constituted a hazard to the aircraft taking off.
8/23/1937,,San Luis,-33.2757,-66.3442,Pan American Grace Airways,,Mendosa - Cordoba,Douglas DC-2,NC14298,,3,3,0,Crashed and burned in dense fog while enroute.
3/23/1938,,Corsavy,42.4678,2.5797,Air France,,,Dewoitine D-338,F-AQBB,2,8,8,0,The mail plane crashed into the Pyrenees mountains while en route.
